alice,104.04430658014134,31745.488837546924
alice,39.07152816358028,11771.907160712653
alice,58.44953139116363,17766.525968180144
bob,9.44688448916851,2040.597142671682
bob,64.95138112804369,18457.573478409537
bob,23.146187559393212,6313.762977486552
alice,45.835289211858,13784.380203045754
diana,125.01172941555119,34152.44467505186
alice,86.22082841558156,25321.728770490008
diana,6.8204900743023416,2340.4440238324682
alice,20.611615635152518,5945.475845119469
bob,123.26731080647158,36577.40374164425
alice,7.0020328797046005,1852.749841098727
diana,114.43923234443437,31408.744343544095
charlie,112.77706465045615,31185.553885807814
alice,57.72339396096909,17585.391172480722
alice,83.60300082024611,24380.80990285167
bob,64.39377463285038,18253.901818215127
alice,7.672879652611314,1983.9356765794096
charlie,29.22790617711388,7381.567650326314
charlie,103.79801189051452,29153.43615337328
alice,67.31965634842098,20335.228220651832
alice,86.76427557987158,25476.083368642605
charlie,88.46366574362358,24389.491264447573
alice,121.09407025720513,38028.96872190595
charlie,94.9821357848386,26510.633883434384
alice,45.626185511411364,13719.825560802195
bob,89.74952481420547,26199.618085626324
bob,90.21867614063814,26405.48552176087
alice,96.38912465391479,29119.436756485193
bob,31.610648804318316,9147.149441979444
diana,90.80155353675003,24697.236694525353
diana,26.98607451085077,7942.0347628522495
alice,111.48513377872335,34640.15042071541
alice,29.132298368313485,8797.187955661111
alice,51.66564093237069,16087.641937464648
bob,116.49752334793996,34621.53351291639
alice,53.133968884292514,16273.581295080425
bob,32.31575698752606,9211.656576601024
alice,108.02360530277086,32956.63534433052
alice,43.22663111500418,13021.322964089357
diana,73.83212950698442,20505.448841323097
bob,115.4612302289332,34485.39656139184
alice,89.5156918475998,26710.58852498387
bob,88.96567444393212,26026.12155962516
diana,22.530153906914393,6503.239184948922
alice,47.797153956185255,14820.544511956512
bob,73.81013247914834,21298.089822653325
bob,19.280360891620532,4952.784956803107
charlie,0.44713439142824996,184.1211211997756
alice,33.97347755791796,10511.031389437474
alice,96.26054540613868,28900.561065000667
bob,121.87879964587043,36350.320587447226
bob,68.19359465448197,19435.743671164517
bob,21.615085192942175,5663.23201863151
diana,25.379276475433628,7494.902984906347
